Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,ticker
2010-01-04 00:00:00-05:00,6.497555786023993,6.530130261811065,6.465590194138158,6.5152130126953125,493729600,0.0,0.0,AAPL
2010-01-05 00:00:00-05:00,6.533173627788912,6.563312561235776,6.492074380104572,6.52647590637207,601904800,0.0,0.0,AAPL
2010-01-06 00:00:00-05:00,6.526476416789973,6.552353572368909,6.415966443556174,6.422664165496826,552160000,0.0,0.0,AAPL
2010-01-07 00:00:00-05:00,6.44641021903896,6.454021267168428,6.3642125250987815,6.410790920257568,477131200,0.0,0.0,AAPL
2010-01-08 00:00:00-05:00,6.402266558247661,6.454020869409407,6.364517387710046,6.45341157913208,447610800,0.0,0.0,AAPL
2010-01-11 00:00:00-05:00,6.478375861079408,6.484464699632633,6.345946874262971,6.396483421325684,462229600,0.0,0.0,AAPL
2010-01-12 00:00:00-05:00,6.368474104714481,6.386132142282403,6.284146132886935,6.3237223625183105,594459600,0.0,0.0,AAPL
2010-01-13 00:00:00-05:00,6.32828989699767,6.421446279278736,6.213517731929154,6.412921905517578,605892000,0.0,0.0,AAPL
2010-01-14 00:00:00-05:00,6.396482630950913,6.40713769063795,6.363298871400682,6.3757805824279785,432894000,0.0,0.0,AAPL
2010-01-15 00:00:00-05:00,6.421446724472014,6.441844334528933,6.267402760431969,6.269229412078857,594067600,0.0,0.0,AAPL
2010-01-19 00:00:00-05:00,6.342293225781239,6.55113549921069,6.309110276866611,6.546568870544434,730007600,0.0,0.0,AAPL
2010-01-20 00:00:00-05:00,6.542609001784506,6.562092871304352,6.377910045999136,6.445799350738525,612152800,0.0,0.0,AAPL
2010-01-21 00:00:00-05:00,6.45645646205393,6.493901597482485,6.308196097562834,6.334377288818359,608154400,0.0,0.0,AAPL
2010-01-22 00:00:00-05:00,6.295105665743421,6.317024669426326,6.002239470353244,6.020200729370117,881767600,0.0,0.0,AAPL
2010-01-25 00:00:00-05:00,6.165111086070701,6.231781821330439,6.09448220015217,6.182159423828125,1065699600,0.0,0.0,AAPL
2010-01-26 00:00:00-05:00,6.269838552976577,6.506080224952534,6.1672440533913395,6.269534111022949,1867110000,0.0,0.0,AAPL
2010-01-27 00:00:00-05:00,6.29723804404883,6.410792057024346,6.074391392876889,6.328595161437988,1722568400,0.0,0.0,AAPL
2010-01-28 00:00:00-05:00,6.238785821750422,6.256138197754548,6.049122575775467,6.067083835601807,1173502400,0.0,0.0,AAPL
2010-01-29 00:00:00-05:00,6.121579719629057,6.155676409627376,5.791876360362356,5.846979141235352,1245952400,0.0,0.0,AAPL
2010-02-01 00:00:00-05:00,5.856415560597675,5.966925547806392,5.823841085423265,5.928262233734131,749876400,0.0,0.0,AAPL
2010-02-02 00:00:00-05:00,5.9641843589400505,5.9766660688303475,5.887162193633224,5.9626617431640625,698342400,0.0,0.0,AAPL
2010-02-03 00:00:00-05:00,5.941655569826686,6.094786572500322,5.9188228369686895,6.065256118774414,615328000,0.0,0.0,AAPL
2010-02-04 00:00:00-05:00,5.989149212997292,6.03907688083242,5.8320612284090405,5.84667444229126,757652000,0.0,0.0,AAPL
2010-02-05 00:00:00-05:00,5.864330604437873,5.966925093264045,5.810140755304111,5.9504852294921875,850306800,0.0,0.0,AAPL
2010-02-08 00:00:00-05:00,5.957488384070663,6.024159545599819,5.9060385071894235,5.90969181060791,478270800,0.0,0.0,AAPL
2010-02-09 00:00:00-05:00,5.979710936294761,6.012589849198252,5.928870357410243,5.9727091789245605,632886800,0.0,0.0,AAPL
2010-02-10 00:00:00-05:00,5.963577176160953,5.985192963961314,5.9139547575443405,5.940135955810547,370361600,0.0,0.0,AAPL
2010-02-11 00:00:00-05:00,5.932829947916602,6.08108995047702,5.907866110334518,6.048210620880127,550345600,0.0,0.0,AAPL
2010-02-12 00:00:00-05:00,6.031160317970782,6.1386262769719275,5.951703013932158,6.10026741027832,655468800,0.0,0.0,AAPL
2010-02-16 00:00:00-05:00,6.147759154663731,6.2010352683142855,6.134973001197656,6.192206859588623,543737600,0.0,0.0,AAPL
2010-02-17 00:00:00-05:00,6.216257185612377,6.219910488584033,6.114880060471412,6.166330337524414,436396800,0.0,0.0,AAPL
2010-02-18 00:00:00-05:00,6.138321837795459,6.207124903808205,6.11670727282689,6.17789888381958,422825200,0.0,0.0,AAPL
2010-02-19 00:00:00-05:00,6.1453226125724365,6.186116598813536,6.122489475090558,6.139537811279297,415469600,0.0,0.0,AAPL
2010-02-22 00:00:00-05:00,6.159936807792903,6.1648074717599695,6.064039640994095,6.101484775543213,390563600,0.0,0.0,AAPL
2010-02-23 00:00:00-05:00,6.0886989911591485,6.129188953646562,5.958096659013204,5.999195098876953,575094800,0.0,0.0,AAPL
2010-02-24 00:00:00-05:00,6.0348146070044795,6.132538441119174,6.022941370895254,6.108792781829834,460566400,0.0,0.0,AAPL
2010-02-25 00:00:00-05:00,6.008937284168074,6.175767393132581,5.994020036422967,6.149586200714111,665126000,0.0,0.0,AAPL
2010-02-26 00:00:00-05:00,6.161154815339827,6.246092082578909,6.149586428315662,6.229348182678223,507460800,0.0,0.0,AAPL
2010-03-01 00:00:00-05:00,6.26374820643832,6.377911472786299,6.254615356492001,6.3623857498168945,550093600,0.0,0.0,AAPL
2010-03-02 00:00:00-05:00,6.391004201309976,6.418403573227261,6.324333033105786,6.358125686645508,566546400,0.0,0.0,AAPL
2010-03-03 00:00:00-05:00,6.360864031928858,6.389176317870266,6.330420652524084,6.37273645401001,372052800,0.0,0.0,AAPL
2010-03-04 00:00:00-05:00,6.3712155728063085,6.421142426415181,6.351426439723712,6.4147491455078125,366041200,0.0,0.0,AAPL
2010-03-05 00:00:00-05:00,6.543525268933799,6.688436375996347,6.534087569097367,6.6656036376953125,899620400,0.0,0.0,AAPL
2010-03-08 00:00:00-05:00,6.697873672702736,6.700308801681082,6.644293112353124,6.669561386108398,429889600,0.0,0.0,AAPL
2010-03-09 00:00:00-05:00,6.646120852290423,6.849787659478361,6.633334695586035,6.7895097732543945,920259200,0.0,0.0,AAPL
2010-03-10 00:00:00-05:00,6.814167974787269,6.864399673338812,6.794988539854568,6.844915390014648,596218000,0.0,0.0,AAPL
2010-03-11 00:00:00-05:00,6.81660458930071,6.865008831024169,6.798642512767773,6.86500883102417,405700400,0.0,0.0,AAPL
2010-03-12 00:00:00-05:00,6.9219383946261175,6.93289830594257,6.8726204195604605,6.898497581481934,416323600,0.0,0.0,AAPL
2010-03-15 00:00:00-04:00,6.861354554222399,6.865007044044088,6.705179113347969,6.81447172164917,493502800,0.0,0.0,AAPL
2010-03-16 00:00:00-04:00,6.824824048504306,6.849178593344448,6.773983458554626,6.833043575286865,446908000,0.0,0.0,AAPL
2010-03-17 00:00:00-04:00,6.846742753040441,6.893930037225946,6.797120339650897,6.822997093200684,450956800,0.0,0.0,AAPL
2010-03-18 00:00:00-04:00,6.822387118618257,6.849786893774617,6.777026894495362,6.839131832122803,342109600,0.0,0.0,AAPL
2010-03-19 00:00:00-04:00,6.843395099230959,6.857094582506317,6.735015781611142,6.766068458557129,559445600,0.0,0.0,AAPL
2010-03-22 00:00:00-04:00,6.711876661564044,6.88022935726252,6.702134521737441,6.842174530029297,456419600,0.0,0.0,AAPL
2010-03-23 00:00:00-04:00,6.869269857705941,6.964862995883714,6.822386614388098,6.952076435089111,602431200,0.0,0.0,AAPL
2010-03-24 00:00:00-04:00,6.930156621462059,7.008092118979111,6.926198470451205,6.982823848724365,597780400,0.0,0.0,AAPL
2010-03-25 00:00:00-04:00,7.030013045423305,7.031535661745282,6.8878414899945914,6.90001916885376,542284400,0.0,0.0,AAPL
2010-03-26 00:00:00-04:00,6.970038732355237,7.061368868278535,6.957861055727192,7.0294036865234375,640875200,0.0,0.0,AAPL
2010-03-29 00:00:00-04:00,7.093335617005452,7.119820847093389,7.051323441101689,7.074764251708984,540744400,0.0,0.0,AAPL
2010-03-30 00:00:00-04:00,7.202930794302373,7.229721683231481,7.131388162578404,7.180098056793213,527310000,0.0,0.0,AAPL
2010-03-31 00:00:00-04:00,7.169136729590891,7.20323340105172,7.137779628089841,7.154218673706055,430659600,0.0,0.0,AAPL
2010-04-01 00:00:00-04:00,7.227589928215242,7.2677746343324445,7.085723250382431,7.183751106262207,603145200,0.0,0.0,AAPL
2010-04-05 00:00:00-04:00,7.153612223473622,7.261077366758935,7.147218537237841,7.260468482971191,684507600,0.0,0.0,AAPL
2010-04-06 00:00:00-04:00,7.251641238658351,7.31374576912021,7.215109018458007,7.292435646057129,447017200,0.0,0.0,AAPL
2010-04-07 00:00:00-04:00,7.292739603556618,7.364891123822123,7.26564467740655,7.324705600738525,628502000,0.0,0.0,AAPL
2010-04-08 00:00:00-04:00,7.319835062002659,7.353322864852699,7.246770617070001,7.304917812347412,572989200,0.0,0.0,AAPL
2010-04-09 00:00:00-04:00,7.3499761109555575,7.3639804444319115,7.320445640307039,7.360935211181641,334182800,0.0,0.0,AAPL
2010-04-12 00:00:00-04:00,7.373414039080195,7.3999000790303615,7.36154121094502,7.37615442276001,333026400,0.0,0.0,AAPL
2010-04-13 00:00:00-04:00,7.363063470808269,7.391680196299372,7.340229921987347,7.380415439605713,306210800,0.0,0.0,AAPL
2010-04-14 00:00:00-04:00,7.467180230056131,7.483315244339054,7.430343979441356,7.47966194152832,404076400,0.0,0.0,AAPL
2010-04-15 00:00:00-04:00,7.482403573447219,7.581345186172238,7.474184046323214,7.577996730804443,376784800,0.0,0.0,AAPL
2010-04-16 00:00:00-04:00,7.56733720657795,7.645577539547763,7.444954839421831,7.531718730926514,750545600,0.0,0.0,AAPL
